"Source","Target","Bidirectional?","Type color","Data name (edge)","Concept","Ontology","Color","Data name (node)","Shared terms","Parent-child SNPs"
"MACROMOLECULAR_COMPLEX_ASSEMBLY","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","REGULATION_OF_RNA_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","TRANSCRIPTION_DNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","ACTIN_FILAMENT_BASED_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","RNA_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","INTRACELLULAR_PROTEIN_TRANSPORT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","ESTABLISHMENT_OF_PROTEIN_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","PHOSPHORYLATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","ESTABLISHMENT_OF_CELLULAR_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","REGULATION_OF_GENE_EXPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","CELLULAR_COMPONENT_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","PROTEIN_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","ESTABLISHMENT_OF_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_METABOLIC_PROCESS","MACROMOLECULAR_COMPLEX_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","IMMUNE_RESPONSE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","REGULATION_OF_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","INTERPHASE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","CELL_CYCLE_GO_0007049","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","INTERPHASE_OF_MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","CHEMICAL_HOMEOSTASIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_PROLIFERATION_GO_0008283","G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","REGULATION_OF_RNA_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","ORGANIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","TRANSCRIPTION_DNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","RNA_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","REGULATION_OF_GENE_EXPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","CELLULAR_COMPONENT_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","MACROMOLECULAR_COMPLEX_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_BIOSYNTHETIC_PROCESS","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ANTI_APOPTOSIS","NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ANTI_APOPTOSIS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ANTI_APOPTOSIS","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ANTI_APOPTOSIS","NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ANTI_APOPTOSIS","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","IMMUNE_RESPONSE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","REGULATION_OF_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","CELL_CYCLE_GO_0007049","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","CELLULAR_COMPONENT_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","MACROMOLECULAR_COMPLEX_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_STRESS","CELLULAR_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","ACTIN_FILAMENT_BASED_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","INTRACELLULAR_PROTEIN_TRANSPORT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","ESTABLISHMENT_OF_PROTEIN_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","PHOSPHORYLATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","ESTABLISHMENT_OF_CELLULAR_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","REGULATION_OF_GENE_EXPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","CELLULAR_COMPONENT_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","PROTEIN_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","ESTABLISHMENT_OF_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","MACROMOLECULAR_COMPLEX_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOPOLYMER_MODIFICATION","CELL_PROLIFERATION_GO_0008283","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","REGULATION_OF_RNA_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","IMMUNE_RESPONSE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","TRANSCRIPTION_DNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","RNA_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","CHEMICAL_HOMEOSTASIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","REGULATION_OF_GENE_EXPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","CELL_PROLIFERATION_GO_0008283","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_BIOLOGICAL_QUALITY","BIOPOLYMER_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CATABOLIC_PROCESS","ORGANIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CATABOLIC_PROCESS","AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CATABOLIC_PROCESS","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CATABOLIC_PROCESS","NUCLEOBASENUCLEOSIDE_AND_NUCLEOTIDE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","IMMUNE_RESPONSE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","CHEMICAL_HOMEOSTASIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","PHOSPHORYLATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","CELL_PROLIFERATION_GO_0008283","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","BIOPOLYMER_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_SYSTEM_PROCESS","REGULATION_OF_BIOLOGICAL_QUALITY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_CATABOLIC_PROCESS","ORGANIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_CATABOLIC_PROCESS","AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_CATABOLIC_PROCESS","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_CATABOLIC_PROCESS","NUCLEOBASENUCLEOSIDE_AND_NUCLEOTIDE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_CATABOLIC_PROCESS","CATABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","IMMUNE_RESPONSE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","CHEMICAL_HOMEOSTASIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","PHOSPHORYLATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","CELL_PROLIFERATION_GO_0008283","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","BIOPOLYMER_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","REGULATION_OF_BIOLOGICAL_QUALITY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"HOMEOSTATIC_PROCESS","IMMUNE_SYSTEM_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"SECRETION_BY_CELL","ESTABLISHMENT_OF_PROTEIN_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"SECRETION_BY_CELL","ESTABLISHMENT_OF_CELLULAR_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"SECRETION_BY_CELL","PROTEIN_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"SECRETION_BY_CELL","ESTABLISHMENT_OF_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","REGULATION_OF_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","CELL_CYCLE_GO_0007049","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","RESPONSE_TO_STRESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","REGULATION_OF_RNA_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","TRANSCRIPTION_DNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","ACTIN_FILAMENT_BASED_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","RNA_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","INTRACELLULAR_PROTEIN_TRANSPORT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROTEIN_METABOLIC_PROCESS","ESTABLISHMENT_OF_PROTEIN_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
